,Id,MSSubClass,MSZoning,Neighborhood,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrType,Foundation,BsmtQual,BsmtFinType1,GrLivArea,TotRmsAbvGrd,Fireplaces,GarageType,GarageFinish,GarageCars,GarageArea,SalePrice,OverallCond_bin,FullBath_bin,ExterQual_bin,KitchenQual_bin
156,1379,160,RM,BrDale,2Story,6,1973,1973,HdBoard,HdBoard,BrkFace,CBlock,TA,BLQ,987,5,0,Detchd,Unf,1,264,83000,1,0,1,1
157,12,60,RL,NridgHt,2Story,9,2005,2006,WdShing,Wd Shng,Stone,PConc,Ex,GLQ,2324,11,2,BuiltIn,Fin,3,736,345000,1,0,0,0
158,70,50,RL,ClearCr,1.5Fin,7,1953,1953,BrkFace,AsbShng,None,CBlock,TA,BLQ,2287,7,1,Attchd,Fin,2,667,225000,0,1,0,1
159,91,20,RL,NAmes,1Story,4,1950,1950,BrkFace,Wd Sdng,None,Slab,TA,Unf,1040,4,0,Detchd,Unf,2,420,109900,1,0,1,1
160,120,60,RL,CollgCr,2Story,6,2005,2006,VinylSd,VinylSd,None,PConc,Gd,Unf,1456,8,1,Attchd,Fin,2,390,163990,1,1,0,0
161,129,60,RL,NAmes,2Story,6,1966,1966,VinylSd,VinylSd,BrkFace,CBlock,TA,BLQ,1348,6,1,Attchd,RFn,2,453,155000,1,0,1,1
162,130,20,RL,NAmes,1Story,5,1958,1991,Plywood,Plywood,BrkFace,CBlock,TA,Rec,1053,6,0,2Types,RFn,2,750,150000,0,0,1,0
163,135,20,RL,Sawyer,1Story,5,1968,1993,Plywood,Plywood,None,CBlock,TA,Rec,1721,7,1,Attchd,RFn,2,440,180000,0,1,1,1
164,138,90,RL,Mitchel,1Story,7,1988,1989,VinylSd,VinylSd,BrkFace,CBlock,TA,Unf,1959,9,0,2Types,Unf,3,766,171000,1,0,1,1
165,178,50,RL,Sawyer,1.5Fin,5,1958,1958,MetalSd,MetalSd,None,CBlock,TA,ALQ,1920,8,1,Attchd,Unf,2,451,172500,1,1,0,0
166,182,70,RL,Crawfor,2Story,7,1920,1950,Stucco,Stucco,None,BrkTil,Fa,LwQ,1802,9,1,Detchd,Unf,1,216,200100,0,0,1,1
167,214,20,RL,CollgCr,1Story,5,1995,1995,VinylSd,VinylSd,None,PConc,Gd,ALQ,990,5,0,Attchd,Unf,2,576,156000,1,0,1,1
168,263,80,RL,Sawyer,SLvl,6,1977,1995,HdBoard,Plywood,BrkFace,CBlock,Gd,ALQ,1212,6,1,Attchd,Unf,2,492,151000,0,0,1,1
169,291,60,RL,CollgCr,2Story,8,2006,2006,VinylSd,VinylSd,None,PConc,Gd,Unf,1919,8,1,Attchd,RFn,2,685,233230,1,1,0,0
170,304,20,RL,CollgCr,1Story,5,1972,1972,VinylSd,VinylSd,None,PConc,TA,ALQ,894,5,0,Attchd,Unf,2,552,149900,0,0,1,1
171,324,20,RM,OldTown,1Story,3,1955,2005,VinylSd,VinylSd,None,CBlock,TA,ALQ,1163,6,0,Attchd,Unf,1,220,126175,0,0,1,1
172,359,80,RL,ClearCr,SLvl,5,1958,1958,Wd Sdng,ImStucc,BrkFace,CBlock,TA,BLQ,1352,6,0,BuiltIn,Unf,1,288,130000,0,0,1,0
173,365,60,RL,NWAmes,2Story,6,1976,1976,HdBoard,HdBoard,BrkFace,PConc,Gd,GLQ,1574,6,1,Attchd,Fin,2,566,190000,1,1,1,1
174,377,85,RL,CollgCr,SFoyer,5,1996,1996,VinylSd,VinylSd,None,PConc,Gd,GLQ,914,5,0,Detchd,Unf,2,576,148000,1,0,0,1
175,402,20,RL,CollgCr,1Story,7,2005,2005,VinylSd,VinylSd,None,PConc,Gd,GLQ,1310,6,1,Attchd,Fin,2,400,164990,1,1,0,0
176,404,60,RL,NoRidge,2Story,8,1998,1998,VinylSd,VinylSd,BrkFace,PConc,Gd,Unf,2263,10,1,BuiltIn,Fin,2,420,258000,1,1,0,0
177,448,60,RL,Gilbert,2Story,7,1998,1999,VinylSd,VinylSd,None,PConc,Gd,Unf,1886,10,1,Attchd,Fin,2,431,199900,1,1,0,0
178,455,90,RL,Mitchel,1Story,5,1976,1976,Plywood,Plywood,None,CBlock,TA,ALQ,1728,8,0,Detchd,Unf,2,560,188000,1,1,1,1
179,513,20,RL,NAmes,1Story,5,1958,1958,VinylSd,VinylSd,None,CBlock,TA,BLQ,864,5,0,Detchd,Unf,2,624,129900,1,0,1,1
180,539,20,RL,Sawyer,1Story,5,1968,1968,Plywood,Plywood,BrkFace,CBlock,TA,BLQ,1159,7,1,Attchd,Unf,1,336,158000,1,0,1,1
181,565,60,RL,NoRidge,2Story,7,1992,2000,HdBoard,HdBoard,None,PConc,Gd,GLQ,2295,9,1,Attchd,RFn,2,590,268000,1,1,0,0
182,670,30,RL,Crawfor,1Story,4,1922,1950,MetalSd,MetalSd,None,BrkTil,Fa,Unf,1180,5,1,Detchd,Unf,1,252,137500,1,0,1,1
183,696,20,RL,Timber,1Story,6,1987,1987,HdBoard,HdBoard,BrkFace,CBlock,Gd,GLQ,1137,5,1,Attchd,Unf,2,551,176000,0,1,1,0
184,702,20,RL,NWAmes,1Story,7,1969,1969,HdBoard,HdBoard,BrkFace,CBlock,TA,Unf,1164,6,0,Attchd,Unf,2,528,140000,1,0,1,1
185,703,60,RL,StoneBr,2Story,8,2006,2006,VinylSd,VinylSd,BrkFace,PConc,Ex,Unf,2576,10,1,BuiltIn,Fin,3,666,361919,1,1,0,0
186,737,90,RL,NAmes,1Story,3,1950,1950,Stucco,Stone,None,CBlock,TA,Unf,1040,6,0,Detchd,Unf,2,400,93500,0,1,1,1
187,753,20,RL,CollgCr,1Story,6,1997,1997,VinylSd,VinylSd,None,PConc,Gd,GLQ,1494,6,0,Attchd,RFn,2,576,217000,1,1,1,0
188,777,20,RL,CollgCr,1Story,7,2005,2006,VinylSd,VinylSd,BrkFace,PConc,Gd,GLQ,1614,7,0,Attchd,RFn,3,865,221500,1,1,0,0
189,782,60,RL,SawyerW,2Story,6,1992,1992,VinylSd,VinylSd,None,PConc,Gd,ALQ,1603,7,0,Attchd,RFn,2,484,175900,1,1,0,0
190,815,50,RL,Edwards,1.5Fin,5,1918,1950,Stucco,Stucco,None,BrkTil,TA,Unf,1250,7,0,Detchd,Unf,1,280,116000,0,0,1,1
191,817,20,RL,NAmes,1Story,5,1954,1954,BrkFace,BrkFace,None,CBlock,TA,BLQ,1008,4,1,Attchd,RFn,1,275,137000,0,0,1,1
192,830,160,FV,Somerst,2Story,7,2005,2005,MetalSd,MetalSd,None,PConc,Gd,Unf,1223,4,0,Detchd,RFn,2,480,147400,1,1,0,0
193,855,20,RL,Sawyer,1Story,5,1955,1974,Wd Sdng,Plywood,None,CBlock,TA,ALQ,1779,6,1,Attchd,Unf,2,454,170000,0,0,1,1
194,903,60,RL,Gilbert,2Story,7,2003,2003,VinylSd,VinylSd,None,PConc,Gd,Unf,1509,8,1,Attchd,Fin,2,393,180000,1,1,0,0
195,913,30,RM,BrkSide,1Story,5,1925,1950,MetalSd,MetalSd,None,BrkTil,TA,Rec,1015,6,0,Detchd,Unf,1,450,88000,0,0,1,1
196,941,90,RL,Mitchel,1Story,6,1976,1976,Plywood,Plywood,None,CBlock,TA,Rec,1728,8,0,Attchd,Unf,2,574,150900,1,1,1,1
197,952,20,RH,SawyerW,1Story,5,1965,1965,VinylSd,VinylSd,None,CBlock,TA,BLQ,965,6,0,Detchd,Unf,1,300,119900,1,0,1,1
198,1022,20,RL,CollgCr,1Story,7,2006,2006,VinylSd,VinylSd,Stone,PConc,Gd,GLQ,1220,6,0,Attchd,RFn,2,632,194000,1,1,0,0
199,1031,190,RH,SWISU,2Story,5,1916,1995,VinylSd,VinylSd,None,PConc,TA,Unf,1928,10,0,Attchd,Unf,0,0,160000,0,1,1,1
200,1047,60,RL,StoneBr,2Story,9,2005,2006,CemntBd,CmentBd,Stone,PConc,Ex,GLQ,2868,11,1,BuiltIn,Fin,3,716,556581,1,0,0,0
201,1064,30,RM,OldTown,1Story,6,1925,1980,MetalSd,MetalSd,None,BrkTil,TA,BLQ,1103,5,1,Detchd,Unf,2,440,110500,0,0,1,0
202,1085,60,RL,Gilbert,2Story,6,1995,1996,HdBoard,HdBoard,None,PConc,Gd,ALQ,1498,6,1,Attchd,Fin,2,409,187500,1,1,1,1
203,1104,20,RL,NAmes,1Story,6,1959,1959,BrkFace,BrkFace,None,CBlock,TA,ALQ,1194,6,1,BuiltIn,Fin,2,539,159500,0,0,1,1
204,1113,20,RL,NAmes,1Story,5,1957,1957,WdShing,Wd Shng,None,CBlock,TA,GLQ,816,5,0,Detchd,Unf,1,308,129900,0,0,1,1
205,1120,20,RL,NAmes,1Story,5,1959,1959,BrkFace,Wd Sdng,None,CBlock,TA,LwQ,1040,6,0,Attchd,RFn,1,286,133700,1,0,1,1
206,1122,20,RL,CollgCr,1Story,7,2005,2006,VinylSd,VinylSd,BrkFace,PConc,Gd,GLQ,1552,7,0,Attchd,RFn,3,782,212900,1,1,0,0
207,1153,20,RL,Crawfor,1Story,6,1956,2004,Stone,Stone,None,PConc,TA,ALQ,1811,6,1,Attchd,Fin,2,470,230000,0,0,1,0
208,1170,60,RL,NoRidge,2Story,10,1995,1996,HdBoard,HdBoard,BrkFace,PConc,Ex,GLQ,3627,10,1,Attchd,Fin,3,807,625000,1,0,0,0
209,1175,70,RL,Crawfor,2Story,6,1932,1950,Wd Sdng,Wd Sdng,None,BrkTil,Gd,Rec,2345,9,1,Detchd,Unf,2,360,239000,0,1,1,1
210,1188,20,RL,NoRidge,1Story,8,1994,1995,ImStucc,ImStucc,None,PConc,Gd,GLQ,1624,5,1,Attchd,RFn,3,757,262000,1,1,0,0
211,1198,75,RM,OldTown,2.5Unf,7,1916,1950,MetalSd,MetalSd,None,BrkTil,TA,Unf,1690,7,1,Detchd,Unf,1,225,144000,0,0,1,1
212,1201,20,RL,NAmes,1Story,4,1970,1970,MetalSd,MetalSd,None,CBlock,TA,Unf,864,5,0,Attchd,Unf,1,280,116050,1,0,1,1
213,1205,20,RL,NWAmes,1Story,5,1975,1975,HdBoard,HdBoard,None,CBlock,Gd,ALQ,1074,6,0,Attchd,RFn,2,495,153500,0,0,1,1
214,1219,50,RM,BrkSide,1.5Fin,4,1947,1950,AsbShng,AsbShng,None,Slab,TA,Unf,912,3,0,Attchd,Unf,0,0,80500,1,0,1,1
215,1236,70,RL,Crawfor,2Story,5,1914,1950,Wd Sdng,Wd Sdng,None,BrkTil,Gd,Unf,1784,9,0,Detchd,Unf,1,180,138887,1,0,1,1
216,1282,20,RL,Timber,1Story,7,1990,1990,HdBoard,HdBoard,BrkFace,CBlock,Gd,ALQ,1339,6,1,Attchd,Fin,2,484,180000,1,1,1,1
217,1332,80,RL,CollgCr,SLvl,5,1976,1976,MetalSd,MetalSd,None,CBlock,TA,ALQ,954,6,0,Detchd,Unf,2,576,132500,1,0,1,1
218,1334,50,RM,IDOTRR,1.5Fin,5,1938,1995,Wd Sdng,Wd Sdng,None,CBlock,TA,Unf,1360,6,0,Detchd,Unf,1,297,125500,0,0,1,0
219,1368,160,RM,MeadowV,2Story,5,1977,1977,CemntBd,CmentBd,None,PConc,TA,ALQ,1475,6,1,Attchd,RFn,1,336,127000,0,1,1,1
220,1387,60,RL,NWAmes,2Story,7,1978,1978,Plywood,Plywood,BrkFace,CBlock,Gd,BLQ,2784,12,2,Attchd,RFn,2,564,250000,1,0,1,0
221,1403,20,RL,CollgCr,1Story,7,2006,2006,VinylSd,VinylSd,None,PConc,Gd,Unf,1294,6,1,Attchd,RFn,2,662,193879,1,1,0,0
222,1431,60,RL,Gilbert,2Story,5,2005,2005,VinylSd,VinylSd,None,PConc,Gd,Unf,1838,7,1,BuiltIn,Fin,2,372,192140,1,1,0,1
223,1454,20,RL,Mitchel,1Story,5,2006,2006,VinylSd,VinylSd,None,PConc,Gd,Unf,1140,6,0,Attchd,Unf,0,0,84500,1,0,1,1
224,58,60,RL,CollgCr,2Story,7,2004,2004,VinylSd,VinylSd,None,PConc,Gd,Unf,1720,7,0,Attchd,RFn,2,565,196500,1,1,0,0
225,97,20,RL,CollgCr,1Story,7,1999,1999,VinylSd,VinylSd,BrkFace,PConc,Gd,ALQ,1588,6,0,Attchd,RFn,2,472,214000,1,1,0,0
226,271,60,FV,Somerst,2Story,8,2006,2006,VinylSd,VinylSd,None,PConc,Gd,Unf,1939,8,1,Attchd,RFn,3,1053,266000,1,1,0,0
227,315,70,RM,OldTown,2Story,7,1925,1990,Wd Sdng,Wd Sdng,None,BrkTil,TA,LwQ,1641,6,1,Detchd,Unf,2,546,178000,0,0,1,0
228,382,20,FV,Somerst,1Story,7,2006,2006,VinylSd,VinylSd,None,PConc,Gd,Unf,1301,5,1,Attchd,RFn,2,572,187750,1,1,0,0
229,482,20,RL,NridgHt,1Story,9,2003,2004,VinylSd,VinylSd,BrkFace,PConc,Ex,GLQ,1792,6,1,Attchd,Fin,3,874,374000,1,1,0,0
230,492,50,RL,NAmes,1.5Fin,6,1941,1950,Wd Sdng,Wd Sdng,None,CBlock,TA,BLQ,1578,5,2,Attchd,Unf,1,240,133000,0,0,1,1
231,556,45,RM,BrkSide,1.5Unf,5,1922,1950,MetalSd,MetalSd,None,BrkTil,TA,Unf,1048,5,1,Detchd,Unf,1,280,113000,0,0,1,1
232,596,20,RL,StoneBr,1Story,8,2005,2006,VinylSd,Other,BrkFace,PConc,Gd,GLQ,1826,7,1,Attchd,Fin,3,758,319000,1,1,0,0
233,608,20,RL,Edwards,2Story,5,1948,2002,MetalSd,MetalSd,None,CBlock,TA,GLQ,2008,8,0,Attchd,Unf,1,230,225000,0,0,1,0
234,860,60,RL,NWAmes,2Story,6,1968,1984,HdBoard,HdBoard,BrkFace,CBlock,TA,BLQ,2654,9,1,Attchd,Unf,2,619,250000,0,1,1,0
235,904,20,RL,Gilbert,1Story,7,2006,2006,VinylSd,VinylSd,BrkFace,PConc,Gd,Unf,1670,7,1,Attchd,RFn,3,690,240000,1,1,0,0
236,939,60,RL,CollgCr,2Story,7,2006,2006,VinylSd,VinylSd,None,PConc,Gd,GLQ,1962,7,0,Attchd,RFn,3,868,239799,1,1,0,0
237,977,30,RL,BrkSide,1Story,4,1923,1958,Wd Sdng,Wd Sdng,None,PConc,Gd,Unf,869,4,0,Attchd,Unf,0,0,85500,0,0,1,1
238,990,60,FV,Somerst,2Story,7,2006,2006,VinylSd,VinylSd,None,PConc,Gd,Unf,1576,6,0,Attchd,RFn,2,614,197000,1,1,0,0
239,994,60,RL,CollgCr,2Story,6,2005,2006,VinylSd,VinylSd,None,PConc,Gd,Unf,1500,6,0,Attchd,RFn,2,564,173900,1,1,1,0
240,996,50,RL,BrkSide,1.5Fin,4,1946,1950,MetalSd,MetalSd,None,CBlock,TA,ALQ,1230,5,0,Detchd,Unf,1,305,121600,0,0,1,1
241,1073,50,RL,Edwards,1.5Fin,5,1948,1950,MetalSd,MetalSd,None,CBlock,Fa,Unf,1456,7,1,Detchd,Unf,1,280,91500,0,0,1,1
242,1115,20,RL,OldTown,1Story,5,1954,2000,MetalSd,MetalSd,None,CBlock,TA,Rec,833,4,0,Detchd,Unf,1,326,117000,0,0,1,0
243,1146,50,RM,BrkSide,1.5Fin,5,1928,1950,MetalSd,MetalSd,None,BrkTil,TA,Unf,1576,8,1,Detchd,Unf,1,225,149000,0,0,1,1
244,1319,20,RL,CollgCr,1Story,8,2001,2002,VinylSd,VinylSd,BrkFace,PConc,Gd,Unf,1787,7,1,Attchd,RFn,3,748,275000,1,1,0,0
245,1424,80,RL,Edwards,SLvl,6,1966,1966,Plywood,Plywood,None,CBlock,Gd,Unf,2201,8,1,Attchd,Unf,2,432,274970,0,1,0,0
246,1450,180,RM,MeadowV,SFoyer,5,1970,1970,CemntBd,CmentBd,None,CBlock,Gd,GLQ,630,3,0,Attchd,Unf,0,0,92000,0,0,1,0
247,36,60,RL,NridgHt,2Story,8,2004,2005,VinylSd,VinylSd,Stone,PConc,Ex,Unf,2452,9,1,BuiltIn,Fin,3,691,309000,1,0,0,0
248,52,50,RM,BrkSide,1.5Fin,6,1934,1950,Wd Sdng,Wd Sdng,None,PConc,TA,Unf,1176,6,1,Detchd,Unf,2,528,114500,0,0,1,1
249,218,70,RM,OldTown,2Story,4,1925,1950,MetalSd,MetalSd,None,CBlock,TA,Unf,1328,8,0,Detchd,Unf,1,210,107000,0,0,1,1
250,321,60,RL,NridgHt,2Story,9,2006,2006,VinylSd,VinylSd,Stone,PConc,Ex,Unf,2596,9,0,Attchd,RFn,3,840,342643,1,0,1,0
251,507,60,RL,SawyerW,2Story,8,1993,1994,VinylSd,VinylSd,BrkFace,PConc,Gd,GLQ,1911,8,1,Attchd,RFn,2,471,215000,1,1,0,0
252,545,60,RL,Gilbert,2Story,7,2006,2006,VinylSd,VinylSd,None,PConc,Gd,GLQ,1496,7,1,Attchd,RFn,2,426,179665,1,1,0,0
253,558,50,C (all),IDOTRR,1.5Fin,4,1920,1950,MetalSd,MetalSd,None,CBlock,TA,Rec,1336,7,0,CarPort,Unf,1,570,108000,0,0,1,1
254,698,20,RL,Edwards,1Story,5,1952,1952,Wd Sdng,Wd Sdng,None,PConc,Ex,LwQ,1148,6,0,Detchd,Unf,1,308,123500,0,0,1,1
255,1108,60,RL,Gilbert,2Story,7,2006,2006,VinylSd,VinylSd,None,PConc,Ex,Unf,2021,9,1,BuiltIn,RFn,2,422,274725,1,1,0,0
256,1238,60,RL,CollgCr,2Story,7,2004,2005,VinylSd,VinylSd,None,PConc,Gd,Unf,1948,8,1,BuiltIn,Fin,2,434,195000,1,1,0,0
257,1244,20,RL,NridgHt,1Story,10,2006,2006,VinylSd,VinylSd,None,PConc,Ex,GLQ,2076,7,1,Attchd,Fin,3,850,465000,1,1,0,0
258,1307,120,RL,NridgHt,1Story,7,2005,2006,VinylSd,VinylSd,Stone,PConc,Gd,Unf,1368,6,1,Attchd,RFn,2,474,202500,1,1,0,0
259,1356,80,RL,NWAmes,SLvl,7,1968,1992,MetalSd,MetalSd,BrkFace,CBlock,TA,Unf,1920,8,1,Attchd,RFn,2,487,170000,0,0,1,0
260,1360,20,RL,NridgHt,1Story,9,2004,2005,VinylSd,VinylSd,BrkFace,PConc,Ex,GLQ,1980,8,1,Attchd,Fin,3,770,315000,1,1,0,0
261,1391,20,RL,CollgCr,1Story,7,2000,2000,VinylSd,VinylSd,BrkFace,PConc,Gd,GLQ,1525,6,0,Attchd,RFn,2,541,235000,1,1,0,0
262,18,90,RL,Sawyer,1Story,4,1967,1967,MetalSd,MetalSd,None,Slab,TA,Unf,1296,6,0,CarPort,Unf,2,516,90000,1,1,1,1
263,59,60,RL,StoneBr,2Story,10,2006,2006,VinylSd,VinylSd,BrkFace,PConc,Ex,Unf,2945,10,1,BuiltIn,Fin,3,641,438780,1,0,0,0
264,111,50,RL,Edwards,1.5Fin,6,1954,1972,Wd Sdng,Wd Sdng,None,CBlock,TA,Rec,1855,7,0,Attchd,Unf,1,325,136900,0,1,1,1
265,121,80,RL,ClearCr,SLvl,6,1969,1969,Plywood,Plywood,None,CBlock,TA,ALQ,988,4,2,Attchd,Unf,2,540,180000,1,0,1,1
266,346,50,RL,BrkSide,1.5Fin,6,1939,1950,MetalSd,MetalSd,None,BrkTil,TA,Unf,1577,6,1,Detchd,Unf,1,312,140200,1,0,1,1
267,437,50,RM,OldTown,1.5Fin,6,1920,1950,Stucco,Stucco,None,BrkTil,Fa,Unf,1118,6,0,Detchd,Unf,2,440,116000,0,0,1,1
268,523,50,RM,BrkSide,1.5Fin,6,1947,1950,CemntBd,CmentBd,None,CBlock,TA,ALQ,1664,7,2,Detchd,Unf,2,420,159000,0,1,1,1
269,535,60,RL,Gilbert,2Story,8,2004,2004,VinylSd,VinylSd,None,PConc,Ex,Unf,1414,6,1,Attchd,Fin,2,403,178000,1,1,0,0
270,560,120,RL,Blmngtn,1Story,7,2003,2004,VinylSd,VinylSd,BrkFace,PConc,Gd,Unf,1557,7,1,Attchd,Fin,2,420,234000,1,1,0,0
271,572,20,RL,NAmes,1Story,6,1959,1959,WdShing,Wd Shng,BrkFace,CBlock,TA,BLQ,864,4,0,Attchd,Unf,1,288,120000,0,0,1,0
272,597,70,RM,OldTown,2Story,6,1910,1993,VinylSd,VinylSd,None,CBlock,TA,Unf,1368,7,0,Detchd,Unf,1,216,114504,0,0,1,1
273,640,120,RL,Blmngtn,1Story,8,2006,2006,VinylSd,VinylSd,None,PConc,Gd,GLQ,1567,7,1,Attchd,Fin,3,648,264561,1,1,0,0
274,736,75,RM,OldTown,2.5Unf,7,1914,1970,Wd Sdng,Wd Sdng,None,BrkTil,Gd,Rec,1768,6,2,Detchd,Unf,2,320,163000,0,0,1,1
275,769,20,RL,CollgCr,1Story,7,2004,2005,VinylSd,VinylSd,None,PConc,Gd,GLQ,1836,8,1,Attchd,Fin,2,484,216837,1,1,0,0
276,807,80,RL,NAmes,SLvl,5,1967,1967,VinylSd,VinylSd,None,PConc,TA,ALQ,980,6,0,Attchd,Fin,1,384,135500,1,1,1,1
277,917,20,C (all),IDOTRR,1Story,2,1949,1950,AsbShng,AsbShng,None,CBlock,TA,BLQ,480,4,0,Detchd,Unf,1,308,35311,0,0,1,1
278,923,20,RL,Gilbert,1Story,6,2005,2006,VinylSd,VinylSd,None,PConc,Gd,GLQ,1316,6,1,Attchd,Fin,2,397,169990,1,1,0,0
279,955,90,RL,Edwards,SFoyer,6,1975,1975,WdShing,Plywood,BrkFace,CBlock,Gd,GLQ,980,4,0,Attchd,Unf,0,0,127500,1,1,1,1
280,1094,20,RL,NAmes,1Story,5,1965,1998,MetalSd,MetalSd,BrkFace,CBlock,TA,GLQ,1200,6,0,Detchd,Unf,2,884,146000,0,0,1,0
281,1200,20,RL,Sawyer,1Story,4,1963,1979,HdBoard,HdBoard,BrkFace,CBlock,TA,Rec,1382,6,1,Attchd,Unf,2,459,148000,1,0,1,1
282,1224,20,RL,NAmes,1Story,5,1951,1951,Wd Sdng,Wd Sdng,BrkFace,CBlock,TA,LwQ,2136,7,0,Detchd,Unf,2,528,137900,0,1,1,1
283,1290,60,RL,NridgHt,2Story,8,2006,2006,VinylSd,VinylSd,Stone,PConc,Gd,Unf,1970,8,1,BuiltIn,Fin,3,753,281000,1,1,0,0
284,1383,70,RM,OldTown,2Story,7,1920,1950,Wd Sdng,Wd Sdng,None,BrkTil,Fa,Unf,1762,8,0,Detchd,Unf,2,576,157000,0,0,1,0
285,1395,120,RL,Blmngtn,1Story,7,2006,2006,VinylSd,VinylSd,BrkFace,PConc,Gd,GLQ,1500,6,1,Attchd,Fin,3,648,246578,1,1,0,0
286,21,60,RL,NridgHt,2Story,8,2005,2006,VinylSd,VinylSd,BrkFace,PConc,Ex,Unf,2376,9,1,BuiltIn,RFn,3,853,325300,1,0,0,0
287,54,20,RL,Veenker,1Story,9,1981,1987,WdShing,Wd Shng,None,CBlock,Ex,GLQ,1842,5,1,Attchd,Fin,3,894,385000,1,0,0,0
288,145,90,RM,Sawyer,1Story,5,1963,1963,HdBoard,HdBoard,BrkFace,CBlock,TA,Rec,1728,10,0,Detchd,Unf,2,504,125000,1,1,1,1
289,310,20,RL,NridgHt,1Story,9,2003,2004,VinylSd,VinylSd,None,PConc,Ex,GLQ,1944,8,3,Attchd,Fin,3,708,360000,1,1,0,0
290,625,60,RL,NWAmes,2Story,6,1972,1972,VinylSd,VinylSd,None,CBlock,TA,Rec,1790,8,1,Attchd,RFn,2,484,165150,1,0,1,1
291,666,60,RL,Gilbert,2Story,8,2000,2000,VinylSd,VinylSd,BrkFace,PConc,Gd,Unf,1936,7,1,Attchd,RFn,2,504,230500,1,1,0,0
292,669,20,RL,Sawyer,1Story,5,1956,1987,CemntBd,Wd Sdng,None,CBlock,TA,Rec,1437,6,1,Detchd,Unf,2,576,168000,0,0,1,1
293,930,60,RL,Gilbert,2Story,7,1997,1997,HdBoard,HdBoard,BrkFace,PConc,Gd,Unf,2236,8,1,BuiltIn,Fin,2,642,222000,1,1,1,0
294,1033,60,RL,NoRidge,2Story,8,1993,1993,MetalSd,MetalSd,None,PConc,Gd,GLQ,2520,10,1,Attchd,RFn,3,796,310000,0,1,0,0
295,1055,60,RL,CollgCr,2Story,8,2002,2002,VinylSd,VinylSd,BrkFace,PConc,Gd,GLQ,1989,7,1,Attchd,Fin,2,586,255000,1,1,0,0
296,1152,20,RL,Edwards,1Story,5,1959,1959,HdBoard,Plywood,BrkFace,CBlock,TA,BLQ,1466,6,2,Attchd,Fin,2,528,149900,0,0,1,1
297,1197,60,RL,Gilbert,2Story,7,2006,2006,VinylSd,VinylSd,None,PConc,Gd,Unf,1863,9,1,BuiltIn,Fin,3,660,219210,1,1,0,0
298,1207,20,RH,SawyerW,1Story,4,1966,1966,HdBoard,HdBoard,None,CBlock,TA,Rec,1056,5,0,Detchd,Unf,1,384,107000,0,0,1,1
299,1221,20,RL,NAmes,1Story,5,1964,1964,Wd Sdng,Wd Sdng,None,CBlock,TA,Rec,912,5,0,Attchd,Unf,1,288,115000,1,0,1,1
300,1273,20,RL,Sawyer,1Story,5,1965,1965,HdBoard,Plywood,BrkFace,CBlock,TA,BLQ,935,5,0,Attchd,Unf,1,288,137000,0,0,1,1
301,1296,20,RL,NAmes,1Story,5,1968,1968,HdBoard,HdBoard,BrkFace,CBlock,TA,BLQ,1052,5,0,Attchd,RFn,1,288,138500,1,0,1,1
302,29,20,RL,NAmes,1Story,5,1957,1997,MetalSd,MetalSd,None,CBlock,TA,BLQ,1600,6,2,Attchd,RFn,1,319,207500,0,0,1,1
303,41,20,RL,NAmes,1Story,6,1965,1965,Wd Sdng,Wd Sdng,BrkFace,CBlock,TA,Rec,1324,6,1,Attchd,RFn,2,440,160000,1,1,1,1
304,92,20,RL,NAmes,1Story,5,1961,1961,HdBoard,HdBoard,BrkCmn,CBlock,TA,Rec,1235,6,0,Attchd,Unf,2,480,98600,0,0,1,1
305,352,120,RL,ClearCr,1Story,7,1986,1986,Wd Sdng,Wd Sdng,None,PConc,Gd,GLQ,1453,6,1,Attchd,RFn,2,445,190000,1,0,1,0
306,452,20,RL,ClearCr,1Story,7,1975,1975,Plywood,Plywood,None,CBlock,Gd,ALQ,1533,5,2,Attchd,Unf,2,576,280000,1,1,1,0
307,570,90,RL,NAmes,SFoyer,5,1979,1979,MetalSd,MetalSd,None,CBlock,Gd,GLQ,943,4,2,Detchd,Unf,2,600,135960,1,0,1,1
308,694,30,RL,OldTown,1Story,5,1921,1968,MetalSd,MetalSd,None,BrkTil,TA,Unf,1073,4,0,Detchd,Unf,1,326,108480,0,0,1,1
309,721,120,RL,StoneBr,1Story,8,1985,1985,HdBoard,HdBoard,None,PConc,Gd,GLQ,1742,5,1,Attchd,RFn,2,564,275000,1,1,0,0
310,971,50,RL,NAmes,1.5Fin,4,1949,1950,AsbShng,AsbShng,None,CBlock,TA,Unf,1192,6,0,Attchd,Unf,0,0,135000,0,0,1,1
311,1303,60,RL,NoRidge,2Story,8,1994,1994,VinylSd,VinylSd,BrkFace,PConc,Gd,GLQ,2526,8,1,Attchd,RFn,3,844,290000,1,1,0,0
312,1393,85,RL,NAmes,SFoyer,5,1967,1967,HdBoard,HdBoard,None,CBlock,TA,ALQ,900,6,1,Attchd,RFn,1,288,123000,1,0,1,1
313,1420,20,RL,Crawfor,1Story,6,1969,1969,Plywood,Plywood,BrkFace,CBlock,TA,Rec,1844,7,1,Attchd,RFn,2,540,223000,1,1,0,0
314,50,20,RL,Sawyer,1Story,5,1966,1966,HdBoard,HdBoard,None,CBlock,TA,BLQ,955,6,0,Attchd,Unf,1,386,127000,0,0,1,1
